passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,playerId,foot,shortName,currentNationalTeamId
"{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",78,Corentin,,Tolisso,2444,1994-08-03,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",209091,right,C. Tolisso,4418
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",70,Abdallah,,N'Dour,3779,1993-12-20,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",209095,left,A. N'Dour,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Adrien,,Rabiot,3767,1995-04-03,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",209117,left,A. Rabiot,null
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",64,Pione,,Sisto Ifolo Emirmija,692,1995-02-04,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'South Sudan', 'id': '728', 'alpha3code': 'SSD', 'alpha2code': 'SS'}",241945,right,P. Sisto,7712
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",87,Julian,,Pollersbeck,2450,1994-08-16,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",241957,right,J. Pollersbeck,null
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",76,Gideon,,Jung,2450,1994-09-12,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",241966,right,G. Jung,null
"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",84,Weston ,,McKennie,2449,1998-08-28,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",471348,right,W. McKennie,8134
"{'name': 'Gabon', 'id': '266', 'alpha3code': 'GAB', 'alpha2code': 'GA'}",64,Johann,,Obiang,3795,1993-07-05,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",209207,left,J. Obiang,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Flavien,,Tait,3799,1993-02-02,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",209209,right,F. Tait,null
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",71,Micha\u00ebl Jordan,,Nkololo,3783,1992-11-09,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",209211,right,J. Nkololo,18538
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",67,Gabriel Fernando,,de Jesus,1625,1997-04-03,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",340386,right,Gabriel Jesus,6380
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",82,Fakhreddine,,Ben Youssef,16468,1991-06-23,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",209354,right,F. Ben Youssef,16276
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,Alejandro,,Robles Garc\u00eda,683,1999-01-28,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",405972,right,Alex Robles,1602
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",72,Domenico,,Berardi,3315,1994-08-01,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",209400,left,D. Berardi,3757
"{'name': 'Jamaica', 'id': '388', 'alpha3code': 'JAM', 'alpha2code': 'JM'}",78,Reece,,Oxford,2454,1998-12-16,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",340476,right,R. Oxford,2421
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",73,Everton Luiz,,Guimaraes Bilher,3204,1988-05-24,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",45579,right,Everton Luiz,null
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",94,Alexandre,,Mendy,3772,1994-03-20,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",274970,right,A. Mendy,null
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",76,Jamie,,Vardy,1631,1987-01-11,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",12829,right,J. Vardy,2413
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Moussa,,Sylla,19830,1999-11-25,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",471589,right,M. Sylla,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,Enzo,,Crivelli,3783,1995-02-06,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",275032,right,E. Crivelli,null
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",69,Robin,,Hack,2482,1998-08-27,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",373350,right,R. Hack,3156
"{'name': 'Luxembourg', 'id': '442', 'alpha3code': 'LUX', 'alpha2code': 'LU'}",60,Vincent,,Thill,3777,2000-02-04,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Luxembourg', 'id': '442', 'alpha3code': 'LUX', 'alpha2code': 'LU'}",406156,left,V. Thill,14768
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,Benjamin,,Pavard,2445,1996-03-28,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",340646,right,B. Pavard,4418
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",77,Jordan,,Torunarigha,2457,1997-08-07,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",275121,left,J. Torunarigha,3155
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",72,Hotaru,,Yamaguchi,12811,1990-06-10,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",95010,right,H. Yamaguchi,12913
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",85,Alessandro,,Confente,3165,1998-06-07,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",417230,right,A. Confente,null
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",67,Imad,,Faraj,3776,1999-02-11,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",471771,right,I. Faraj,33157
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",65,L\u00e9o,,Dubois,3766,1994-09-14,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",242446,right,L. Dubois,null
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",68,Sa\u00eef-Eddine,,Khaoui,3771,1995-04-27,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",275243,left,S. Khaoui,16276
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,Samuel,,Garc\u00eda S\u00e1nchez,683,1990-07-13,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",275293,right,Samu Garc\u00eda,null
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",77,Brian Oladapo,,Idowu,13887,1992-05-18,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",209792,right,B. Idowu,16823
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",75,Vincent,,Sierro,2453,1995-10-08,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",373636,right,V. Sierro,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,Jorge,,Mer\u00e9 P\u00e9rez,2463,1997-04-17,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",275384,right,Jorge Mer\u00e9,1604
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",73,Riccardo,,Orsolini,3166,1997-01-24,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",373768,left,R. Orsolini,3763
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,Gerard,,Valent\u00edn Sancho,677,1993-07-28,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",275497,right,Gerard Valent\u00edn,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Eden,,Massouema,3804,1997-06-29,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",373817,right,E. Massouema,null
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",90,Eric ,,Dier,1624,1994-01-15,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",210044,right,E. Dier,2413
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",78,Ademola,,Lookman,2975,1998-07-18,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",406682,right,A. Lookman,null
"{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",79,Sardar,,Azmoun,13895,1995-01-01,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",79006,right,S. Azmoun,10840
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",80,Bamidele,,Alli,1624,1996-04-11,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",13484,right,D. Alli,2413
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Amadou,,Diawara,3187,1997-07-17,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",374013,right,A. Diawara,null
"{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",75,Karim,,Ansarifard,12509,1990-04-03,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",79149,right,K. Ansarifard,10840
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Quentin,,Boisgard,3780,1997-03-17,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",374118,right,Q. Boisgard,null
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",78,Nabil,,Bentaleb,2449,1994-11-24,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144766,left,N. Bentaleb,null
"{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",74,Ehsan,,Hajsafi,12509,1990-02-25,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",79248,left,E. Hajsafi,10840
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",75,K\u00e9vin,,Malcuit,3776,1991-07-31,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144867,right,K. Malcuit,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,Christopher,,Jullien,3780,1993-03-22,196,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",144884,right,C. Jullien,null
"{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",78,Alireza,,Jahanbakhsh,1651,1993-08-11,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Iran', 'id': '364', 'alpha3code': 'IRN', 'alpha2code': 'IR'}",79381,right,A. Jahanbakhsh,10840
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",73,Ludovic,,Blas,3785,1997-12-31,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",340920,left,L. Blas,null
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",65,Marco Jhonfai,,Fabi\u00e1n De La Mora,2462,1989-07-21,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112253,right,M. Fabi\u00e1n,15473
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",81,Caleb,,Stanko,2453,1993-07-26,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",145030,right,C. Stanko,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,Miguel Arturo,,Lay\u00fan Prado,682,1988-06-25,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112366,right,M. Lay\u00fan,15473
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",67,Allan,,Saint-Maximin,3775,1997-03-12,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",276211,right,A. Saint-Maximin,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",79,Marc,,Navarro Ceciliano,691,1995-07-02,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",341751,right,Marc Navarro,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,Marc,,Roca Junqu\u00e9,691,1996-11-26,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",341752,left,Marc Roca,null
"{'name': 'Venezuela', 'id': '862', 'alpha3code': 'VEN', 'alpha2code': 'VE'}",85,Oswaldo Augusto,,Vizcarrondo Ara\u00fajo,3795,1984-05-31,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Venezuela', 'id': '862', 'alpha3code': 'VEN', 'alpha2code': 'VE'}",112377,right,O. Vizcarrondo,null
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",81,Ra\u00fal Alonso,,Jim\u00e9nez Rodr\u00edguez,1629,1991-05-05,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112392,right,R. Jim\u00e9nez,15473
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",74,H\u00e9ctor Miguel,,Herrera L\u00f3pez,9606,1990-04-19,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112459,right,H. Herrera,15473
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Luca,,Crosta,3173,1998-02-23,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",472938,right,L. Crosta,null
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",69,Bruno Miguel,,Borges Fernandes,9608,1994-09-08,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",243588,right,Bruno Fernandes,9905
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",62,Jes\u00fas Manuel,,Corona Ru\u00edz,9606,1993-01-06,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112522,right,J. Corona,15473
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",59,Javier Ignacio,,Aquino Carmona,15417,1990-02-11,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",112556,right,J. Aquino,15473
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",78,Nordi,,Mukiele Mulere,3787,1997-11-01,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",341973,right,N. Mukiele,null
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",79,Aleksandr,,Erokhin,13885,1989-10-13,195,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",101953,right,A. Erokhin,14358
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",74,Nicolas,,Haas,3172,1996-01-23,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",342075,right,N. Haas,6704
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",75,O\u011fuzhan,,\u00d6zyakup,4489,1992-09-23,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",7869,right,O. \u00d6zyakup,4687
"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",71,Bel Durel,,Avounou,3783,1997-09-25,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",407699,left,D. Avounou,null
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",77,Ibrahim,,Sangar\u00e9,3780,1997-12-02,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",375001,right,I. Sangar\u00e9,null
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Quentin,,Cornette,3789,1994-01-17,172,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",243931,right,Q. Cornette,null
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",85,Mohamet Airam,,Ramos Wade,675,2000-04-13,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",473326,right,Moha Ramos,null
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",91,Branislav,,Ivanovi\u0107,13885,1984-02-22,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",7891,right,B. Ivanovi\u0107,17322
"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",70,Amr Medhat,,Warda,12510,1993-09-17,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",388928,right,Amr Warda,16129
"{'name': 'Greece', 'id': '300', 'alpha3code': 'GRC', 'alpha2code': 'GR'}",85,Sokratis,,Papastathopoulos,2447,1988-06-09,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Greece', 'id': '300', 'alpha3code': 'GRC', 'alpha2code': 'GR'}",14687,right,S. Papastathopoulos,12678
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",91,Ronaldo ,,Aparecido Rodrigues,2449,1982-09-10,198,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",14689,right,Naldo,null
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",71,Philipp,,Bargfrede,2443,1989-03-03,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14692,right,P. Bargfrede,null
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",71,Aleksandar,,Ignjovski,2453,1991-01-27,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",14695,right,A. Ignjovski,null
"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",69,Zlatko,,Junuzovi\u0107,2443,1987-09-26,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",14696,right,Z. Junuzovi\u0107,null
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",83,Niclas,,F\u00fcllkrug,2455,1993-02-09,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14705,right,N. F\u00fcllkrug,null
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",73,Aaron,,Hunt,2450,1986-09-04,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14706,left,A. Hunt,null
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",84,Claudio Miguel,,Pizarro Bossio,2463,1978-10-03,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}",14707,right,C. Pizarro,null
